,name,symbol,has_intraday,has_eod,country,stock_exchange
5258,Kinder Morgan Inc - Class P,KMI,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5259,HCA Healthcare Inc,HCA,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5260,Danone,DANOY,False,True,,"{'name': 'OTC Markets', 'acronym': '', 'mic': 'OTCM', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.otcmarkets.com'}"
5261,Exelon Corp,EXC,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5262,Honda Motor,HMC,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5263,Edwards Lifesciences Corp,EW,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5264,General Motors Company,GM,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5265,Eni Spa,E,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5266,Infosys Ltd,INFY,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5267,Lam Research Corp,LRCX,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5268,ICICI Bank Ltd,IBN,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5269,Prudential plc,PUK,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5270,Las Vegas Sands Corp,LVS,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5271,NetEase Inc,NTES,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5272,Lloyds Banking Group plc,LYG,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5273,Bank of Montreal,BMO,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5274,Sempra Energy,SRE,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5275,Walgreens Boots Alliance Inc,WBA,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5276,BCE Inc,BCE,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5277,Sumitomo Mitsui Financial Group Inc,SMFG,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5278,Autodesk Inc,ADSK,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5279,Illumina Inc,ILMN,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5280,Analog Devices Inc,ADI,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5281,Newmont Corp,NEM,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5282,BHP Group Plc,BBL,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5283,Capital One Financial Corp,COF,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5284,Emerson Electric Company,EMR,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5285,Suncor Energy Inc,SU,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5286,Dollar General Corp,DG,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5287,Eaton Corporation plc,ETN,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5288,UBS Group AG,UBS,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5289,Metlife Inc,MET,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5290,Public Storage,PSA,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5291,SentinelOne Inc - Class A,S,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5292,Ross Stores Inc,ROST,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5293,Koninklijke Philips N.V.,PHG,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5294,Thomson-Reuters Corp,TRI,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5295,Workday Inc - Class A,WDAY,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5296,Keurig Dr Pepper Inc,KDP,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5297,Roper Technologies Inc,ROP,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5298,America Movil S.A.B.DE C.V.,AMX,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5299,Marriott International Inc - Class A,MAR,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5300,Simon Property Group Inc,SPG,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5301,Atlassian Corporation - Class A,TEAM,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5302,SLB,SLB,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5303,EOG Resources Inc,EOG,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5304,Ecopetrol SA,EC,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5305,Orange.,ORAN,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5306,American International Group Inc,AIG,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5307,Centene Corp,CNC,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5308,Barrick Gold Corp,GOLD,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5309,Monster Beverage Corp,MNST,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5310,Xcel Energy Inc,XEL,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5311,Allstate Corp (The),ALL,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5312,ING Groep N.V.,ING,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5313,Bank Of New York Mellon Corp,BK,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5314,Sysco Corp,SYY,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5315,Fedex Corp,FDX,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5316,Constellation Brands Inc - Class A,STZ,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5317,Canadian Pacific Railway Ltd,CP,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5319,Canadian Imperial Bank Of Commerce,CM,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5320,Block Inc - Class A,SQ,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5321,Cognizant Technology Solutions Corp - Class A,CTSH,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5322,SBA Communications Corp - Class A,SBAC,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5323,NXP Semiconductors NV,NXPI,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5324,Travelers Companies Inc,TRV,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5325,Baidu Inc,BIDU,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5326,Itau Unibanco Holding S.A.,ITUB,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5327,Mizuho Financial Group Inc,MFG,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5329,WEC Energy Group Inc,WEC,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5330,Manulife Financial Corp,MFC,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5331,Hershey Company,HSY,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5332,Experian Plc,EXPGF,False,True,,"{'name': 'OTC Markets', 'acronym': '', 'mic': 'OTCM', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.otcmarkets.com'}"
5333,Phillips 66,PSX,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5334,General Mills Inc,GIS,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5335,Welltower Inc,WELL,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5336,Experian Plc,EXPGY,False,True,,"{'name': 'OTC Markets', 'acronym': '', 'mic': 'OTCM', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.otcmarkets.com'}"
5337,DuPont de Nemours Inc,DD,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5338,Eversource Energy,ES,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5339,MercadoLibre Inc,MELI,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5340,Banco Bilbao Vizcaya Argentaria.,BBVA,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5341,Electronic Arts Inc,EA,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5342,Kraft Heinz Company,KHC,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5343,Zoom Video Communications Inc - Class A,ZM,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5344,Aflac Inc,AFL,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5345,Dell Technologies Inc - Class C,DELL,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5346,IHS Markit Ltd,INFO,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5347,Banco Santander (Brasil) S.A.,BSBR,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5348,Barclays plc,BCS,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5349,Dow Inc,DOW,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5350,Motorola Solutions Inc,MSI,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5351,Telefonica S.A,TEF,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5352,Delta Air Lines Inc,DAL,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5353,Energy Transfer LP,ET,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5354,Transdigm Group Incorporated,TDG,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5355,Alcon Inc,ALC,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5356,HP Inc,HPQ,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5358,Republic Services Inc,RSG,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5359,EBay Inc,EBAY,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5360,Prudential Financial Inc,PRU,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5361,Avalonbay Communities Inc,AVB,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5362,Anglo American plc,AAUKF,False,True,,"{'name': 'OTC Markets', 'acronym': '', 'mic': 'OTCM', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.otcmarkets.com'}"
5363,T. Rowe Price Group Inc,TROW,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5364,Lululemon Athletica Inc,LULU,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5365,Anglo American plc,NGLOY,False,True,,"{'name': 'OTC Markets', 'acronym': '', 'mic': 'OTCM', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.otcmarkets.com'}"
5366,Equity Residential Properties Trust,EQR,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5367,Johnson Controls International plc,JCI,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5368,Marathon Petroleum Corp,MPC,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5369,Cintas Corporation,CTAS,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5370,Paychex Inc,PAYX,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5371,Occidental Petroleum Corp,OXY,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5373,Consolidated Edison Inc,ED,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5374,Sirius XM Holdings Inc,SIRI,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
5375,VF Corp,VFC,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5376,Canadian Natural Resources Ltd,CNQ,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5377,Oneok Inc,OKE,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5378,Gazprom Neft,GZPFY,False,True,,"{'name': 'OTC Markets', 'acronym': '', 'mic': 'OTCM', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.otcmarkets.com'}"
5379,Amphenol Corp - Class A,APH,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5380,TE Connectivity Ltd,TEL,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5381,IQVIA Holdings Inc,IQV,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5382,Zimmer Biomet Holdings Inc,ZBH,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5383,Yum Brands Inc,YUM,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5384,CRH Plc,CRH,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5385,Ferrari N.V.,RACE,False,True,,"{'name': 'New York Stock Exchange', 'acronym': 'NYSE', 'mic': 'XNYS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nyse.com'}"
5386,O`Reilly Automotive Inc,ORLY,False,True,,"{'name': 'NASDAQ Stock Exchange', 'acronym': 'NASDAQ', 'mic': 'XNAS', 'country': 'USA', 'country_code': 'US', 'city': 'New York', 'website': 'www.nasdaq.com'}"
